image,site,max_conf,cluster,confuser_label,confuser_family
force-06_courmettes-275_2024-04-20T19-46-56.jpg,courmettes,0.6516,1,bright scattered / cumulus clouds,cloud
force-06_courmettes-160_2024-04-22T14-53-52.jpg,courmettes,0.6507,5,broken overcast over ridgelines,cloud
force-06_courmettes-212_2024-04-08T19-28-08.jpg,courmettes,0.6505,3,clear sky / thin high cloud over forest,clear/haze
sdis-07_brison-110_2024-01-24T10-57-21.jpg,brison,0.6501,1,bright scattered / cumulus clouds,cloud
sdis-07_brison-200_2024-03-06T15-39-44.jpg,brison,0.6487,1,bright scattered / cumulus clouds,cloud
force-06_courmettes-160_2024-01-16T09-57-07.jpg,courmettes,0.6471,4,overcast stratus & valley haze (backlit),cloud
force-06_courmettes-160_2024-01-02T11-50-31.jpg,courmettes,0.6459,3,clear sky / thin high cloud over forest,clear/haze
force-06_courmettes-160_2024-04-03T08-59-15.jpg,courmettes,0.6437,4,overcast stratus & valley haze (backlit),cloud
force-06_courmettes-212_2024-01-25T13-52-13.jpg,courmettes,0.6435,4,overcast stratus & valley haze (backlit),cloud
force-06_courmettes-212_2024-01-22T15-27-27.jpg,courmettes,0.6425,4,overcast stratus & valley haze (backlit),cloud
force-06_courmettes-212_2024-01-25T14-24-43.jpg,courmettes,0.6421,5,broken overcast over ridgelines,cloud
force-06_courmettes-160_2024-04-26T10-55-19.jpg,courmettes,0.6421,4,overcast stratus & valley haze (backlit),cloud
force-06_courmettes-160_2024-04-26T10-55-23.jpg,courmettes,0.6421,4,overcast stratus & valley haze (backlit),cloud
sdis-07_brison-110_2024-03-28T09-32-26.jpg,brison,0.6418,1,bright scattered / cumulus clouds,cloud
force-06_courmettes-212_2024-04-20T19-46-49.jpg,courmettes,0.6404,1,bright scattered / cumulus clouds,cloud
sdis-07_brison-110_2024-03-28T11-25-56.jpg,brison,0.64,1,bright scattered / cumulus clouds,cloud
force-06_courmettes-160_2024-01-27T09-49-57.jpg,courmettes,0.6398,4,overcast stratus & valley haze (backlit),cloud
force-06_courmettes-160_2024-04-23T10-06-01.jpg,courmettes,0.6393,4,overcast stratus & valley haze (backlit),cloud
sdis-07_brison-200_2024-03-19T09-34-10.jpg,brison,0.6391,1,bright scattered / cumulus clouds,cloud
force-06_courmettes-212_2024-04-08T19-32-39.jpg,courmettes,0.6389,3,clear sky / thin high cloud over forest,clear/haze
force-06_courmettes-160_2024-04-20T17-59-42.jpg,courmettes,0.6375,5,broken overcast over ridgelines,cloud
force-06_courmettes-160_2024-01-02T12-11-29.jpg,courmettes,0.6374,1,bright scattered / cumulus clouds,cloud
force-06_courmettes-160_2024-04-26T09-12-21.jpg,courmettes,0.6365,0,low-sun glare & lens flare,sun/glare
force-06_courmettes-160_2024-01-19T11-34-30.jpg,courmettes,0.6361,4,overcast stratus & valley haze (backlit),cloud
force-06_courmettes-160_2024-06-21T09-16-19.jpg,courmettes,0.636,2,fog / marine-layer whiteout,fog
force-06_courmettes-160_2024-04-03T10-00-47.jpg,courmettes,0.6359,4,overcast stratus & valley haze (backlit),cloud
force-06_courmettes-275_2024-04-08T19-29-42.jpg,courmettes,0.6356,1,bright scattered / cumulus clouds,cloud
force-06_courmettes-160_2024-01-16T09-21-43.jpg,courmettes,0.6355,1,bright scattered / cumulus clouds,cloud
force-06_courmettes-212_2024-02-15T13-46-52.jpg,courmettes,0.6351,5,broken overcast over ridgelines,cloud
force-06_courmettes-160_2024-01-02T12-11-12.jpg,courmettes,0.6326,1,bright scattered / cumulus clouds,cloud
force-06_courmettes-275_2024-04-08T19-33-44.jpg,courmettes,0.632,1,bright scattered / cumulus clouds,cloud
force-06_courmettes-160_2024-04-23T10-16-32.jpg,courmettes,0.6316,0,low-sun glare & lens flare,sun/glare
force-06_courmettes-275_2024-04-08T19-23-10.jpg,courmettes,0.628,1,bright scattered / cumulus clouds,cloud
force-06_courmettes-160_2024-02-27T13-52-00.jpg,courmettes,0.6278,5,broken overcast over ridgelines,cloud
force-06_courmettes-160_2024-04-10T18-08-33.jpg,courmettes,0.6273,5,broken overcast over ridgelines,cloud
sdis-07_brison-110_2024-03-01T11-09-46.jpg,brison,0.6265,1,bright scattered / cumulus clouds,cloud
force-06_courmettes-160_2024-04-22T15-01-22.jpg,courmettes,0.6262,5,broken overcast over ridgelines,cloud
sdis-07_brison-20_2024-01-18T10-26-07.jpg,brison,0.626,1,bright scattered / cumulus clouds,cloud
force-06_courmettes-160_2024-04-08T09-50-17.jpg,courmettes,0.6257,4,overcast stratus & valley haze (backlit),cloud
force-06_courmettes-160_2024-04-20T18-04-13.jpg,courmettes,0.6256,1,bright scattered / cumulus clouds,cloud
force-06_courmettes-160_2024-01-27T09-57-55.jpg,courmettes,0.6253,4,overcast stratus & valley haze (backlit),cloud
force-06_courmettes-212_2024-02-05T09-35-34.jpg,courmettes,0.625,5,broken overcast over ridgelines,cloud
sdis-77_croix-augas-212_2024-08-20T09-18-14.jpg,croix-augas,0.625,5,broken overcast over ridgelines,cloud
force-06_courmettes-160_2024-02-18T10-55-00.jpg,courmettes,0.6247,4,overcast stratus & valley haze (backlit),cloud
force-06_courmettes-212_2024-02-05T10-15-35.jpg,courmettes,0.6243,5,broken overcast over ridgelines,cloud
force-06_courmettes-160_2024-04-08T09-45-47.jpg,courmettes,0.6239,4,overcast stratus & valley haze (backlit),cloud
sdis-77_croix-augas-212_2024-09-15T08-20-54.jpg,croix-augas,0.6236,3,clear sky / thin high cloud over forest,clear/haze
force-06_courmettes-275_2024-04-08T19-23-21.jpg,courmettes,0.6236,3,clear sky / thin high cloud over forest,clear/haze
force-06_courmettes-275_2024-09-17T18-46-55.jpg,courmettes,0.6232,3,clear sky / thin high cloud over forest,clear/haze
force-06_courmettes-275_2024-04-20T19-47-19.jpg,courmettes,0.6229,1,bright scattered / cumulus clouds,cloud
force-06_courmettes-212_2024-02-24T16-45-51.jpg,courmettes,0.6216,5,broken overcast over ridgelines,cloud
force-06_courmettes-160_2024-06-21T08-52-48.jpg,courmettes,0.6197,5,broken overcast over ridgelines,cloud
sdis-07_brison-200_2024-03-06T16-35-22.jpg,brison,0.6197,1,bright scattered / cumulus clouds,cloud
force-06_courmettes-212_2024-01-22T15-28-27.jpg,courmettes,0.6192,4,overcast stratus & valley haze (backlit),cloud
force-06_courmettes-212_2024-01-22T15-28-31.jpg,courmettes,0.6192,4,overcast stratus & valley haze (backlit),cloud
force-06_courmettes-212_2024-04-27T10-05-09.jpg,courmettes,0.6192,3,clear sky / thin high cloud over forest,clear/haze
force-06_courmettes-160_2024-06-07T09-31-31.jpg,courmettes,0.6187,0,low-sun glare & lens flare,sun/glare
force-06_courmettes-80_2024-01-10T11-14-41.jpg,courmettes,0.6184,5,broken overcast over ridgelines,cloud
force-06_courmettes-275_2024-04-08T19-27-09.jpg,courmettes,0.6177,3,clear sky / thin high cloud over forest,clear/haze
force-06_courmettes-212_2024-01-24T14-31-19.jpg,courmettes,0.6177,1,bright scattered / cumulus clouds,cloud
force-06_courmettes-212_2024-01-12T12-29-43.jpg,courmettes,0.6173,3,clear sky / thin high cloud over forest,clear/haze
force-06_courmettes-160_2024-01-09T10-16-44.jpg,courmettes,0.6173,5,broken overcast over ridgelines,cloud
force-06_courmettes-275_2024-04-27T10-05-00.jpg,courmettes,0.617,3,clear sky / thin high cloud over forest,clear/haze
force-06_courmettes-275_2024-04-27T10-04-51.jpg,courmettes,0.617,3,clear sky / thin high cloud over forest,clear/haze
force-06_courmettes-80_2024-02-24T09-32-00.jpg,courmettes,0.6166,5,broken overcast over ridgelines,cloud
force-06_valbonne-138_2024-01-13T17-30-48.jpg,valbonne,0.6162,5,broken overcast over ridgelines,cloud
force-06_courmettes-212_2024-02-16T14-59-20.jpg,courmettes,0.6153,4,overcast stratus & valley haze (backlit),cloud
force-06_courmettes-160_2024-02-18T10-52-31.jpg,courmettes,0.6148,4,overcast stratus & valley haze (backlit),cloud
force-06_courmettes-212_2024-01-25T13-53-11.jpg,courmettes,0.6144,4,overcast stratus & valley haze (backlit),cloud
force-06_courmettes-275_2024-04-08T19-23-40.jpg,courmettes,0.6133,3,clear sky / thin high cloud over forest,clear/haze
force-06_courmettes-212_2024-02-05T10-15-05.jpg,courmettes,0.6126,5,broken overcast over ridgelines,cloud
sdis-07_brison-200_2024-01-20T16-51-42.jpg,brison,0.6121,0,low-sun glare & lens flare,sun/glare
force-06_courmettes-212_2024-01-26T11-00-31.jpg,courmettes,0.6118,5,broken overcast over ridgelines,cloud
sdis-07_brison-290_2024-09-05T09-50-12.jpg,brison,0.6109,1,bright scattered / cumulus clouds,cloud
sdis-07_brison-290_2024-09-05T10-27-14.jpg,brison,0.6107,5,broken overcast over ridgelines,cloud
force-06_courmettes-275_2024-02-04T10-23-42.jpg,courmettes,0.6104,5,broken overcast over ridgelines,cloud
force-06_courmettes-212_2024-01-15T13-28-49.jpg,courmettes,0.6102,3,clear sky / thin high cloud over forest,clear/haze
force-06_courmettes-160_2024-02-16T08-41-33.jpg,courmettes,0.6091,1,bright scattered / cumulus clouds,cloud
sdis-07_brison-20_2024-01-12T10-41-16.jpg,brison,0.6076,3,clear sky / thin high cloud over forest,clear/haze
force-06_courmettes-212_2024-04-20T19-47-24.jpg,courmettes,0.607,1,bright scattered / cumulus clouds,cloud
force-06_courmettes-160_2024-04-08T09-53-17.jpg,courmettes,0.607,4,overcast stratus & valley haze (backlit),cloud
force-06_courmettes-212_2024-01-22T14-32-47.jpg,courmettes,0.6064,4,overcast stratus & valley haze (backlit),cloud
force-06_courmettes-275_2024-04-20T19-44-31.jpg,courmettes,0.6061,1,bright scattered / cumulus clouds,cloud
force-06_courmettes-275_2024-04-20T19-44-42.jpg,courmettes,0.6061,1,bright scattered / cumulus clouds,cloud
force-06_courmettes-212_2024-04-20T19-45-18.jpg,courmettes,0.606,1,bright scattered / cumulus clouds,cloud
force-06_courmettes-160_2024-04-03T09-37-46.jpg,courmettes,0.6053,4,overcast stratus & valley haze (backlit),cloud
force-06_courmettes-212_2024-01-22T15-11-35.jpg,courmettes,0.6045,4,overcast stratus & valley haze (backlit),cloud
force-06_courmettes-212_2024-04-22T09-29-50.jpg,courmettes,0.6044,4,overcast stratus & valley haze (backlit),cloud
sdis-07_brison-110_2024-01-24T10-56-51.jpg,brison,0.6041,1,bright scattered / cumulus clouds,cloud
force-06_courmettes-160_2024-01-16T10-10-37.jpg,courmettes,0.604,1,bright scattered / cumulus clouds,cloud
force-06_courmettes-160_2024-02-17T10-59-12.jpg,courmettes,0.6036,4,overcast stratus & valley haze (backlit),cloud
force-06_courmettes-212_2024-01-25T13-51-41.jpg,courmettes,0.6026,4,overcast stratus & valley haze (backlit),cloud
force-06_courmettes-275_2024-04-27T19-36-36.jpg,courmettes,0.6009,3,clear sky / thin high cloud over forest,clear/haze
sdis-07_brison-200_2024-01-25T16-58-53.jpg,brison,0.6006,0,low-sun glare & lens flare,sun/glare
sdis-77_croix-augas-161_2024-08-08T11-16-26.jpg,croix-augas,0.6002,3,clear sky / thin high cloud over forest,clear/haze
sdis-07_brison-200_2024-03-06T16-35-15.jpg,brison,0.5997,4,overcast stratus & valley haze (backlit),cloud
force-06_courmettes-275_2024-04-08T19-24-10.jpg,courmettes,0.5971,1,bright scattered / cumulus clouds,cloud
force-06_courmettes-160_2024-04-03T10-43-45.jpg,courmettes,0.5964,4,overcast stratus & valley haze (backlit),cloud
sdis-77_croix-augas-161_2024-08-08T11-21-57.jpg,croix-augas,0.5963,3,clear sky / thin high cloud over forest,clear/haze
force-06_courmettes-212_2024-01-15T13-28-22.jpg,courmettes,0.5961,3,clear sky / thin high cloud over forest,clear/haze
force-06_courmettes-160_2024-02-16T08-41-06.jpg,courmettes,0.5942,1,bright scattered / cumulus clouds,cloud
force-06_courmettes-160_2024-01-31T08-44-43.jpg,courmettes,0.5933,0,low-sun glare & lens flare,sun/glare
sdis-07_brison-200_2024-01-20T16-51-20.jpg,brison,0.5927,0,low-sun glare & lens flare,sun/glare
sdis-07_brison-200_2024-01-20T16-51-48.jpg,brison,0.5924,0,low-sun glare & lens flare,sun/glare
force-06_courmettes-80_2024-02-24T09-32-30.jpg,courmettes,0.5922,5,broken overcast over ridgelines,cloud
force-06_courmettes-212_2024-01-30T09-18-21.jpg,courmettes,0.5916,4,overcast stratus & valley haze (backlit),cloud
sdis-07_brison-200_2024-02-02T14-41-14.jpg,brison,0.5899,0,low-sun glare & lens flare,sun/glare
force-06_courmettes-160_2024-04-26T11-03-18.jpg,courmettes,0.5898,4,overcast stratus & valley haze (backlit),cloud
sdis-77_croix-augas-212_2024-08-20T09-18-34.jpg,croix-augas,0.5893,5,broken overcast over ridgelines,cloud
force-06_courmettes-212_2024-01-22T15-51-57.jpg,courmettes,0.5885,4,overcast stratus & valley haze (backlit),cloud
force-06_courmettes-160_2024-04-22T14-40-21.jpg,courmettes,0.5884,5,broken overcast over ridgelines,cloud
force-06_courmettes-275_2024-01-29T16-01-09.jpg,courmettes,0.5883,3,clear sky / thin high cloud over forest,clear/haze
